"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"4849","last","1A",NA,"Walker",NA,"Walker",1,0,0,"R_vcLi41Y2AFqxRJL","female","25 - 34","Black or African American","Professional degree"
"4850","last","1A",NA,"White",NA,"White",1,0,0,"R_vcLi41Y2AFqxRJL","female","25 - 34","Black or African American","Professional degree"
"4851","last","1A",NA,"Miller",NA,"Miller",1,0,0,"R_vcLi41Y2AFqxRJL","female","25 - 34","Black or African American","Professional degree"
"4852","last","3A",NA,"White",NA,"White",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4853","last","3A",NA,"Moore",NA,"Moore",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4854","last","3A",NA,"Brown",NA,"Brown",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4855","last","3A",NA,"Green",NA,"Green",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4856","last","3A",NA,"Smith",NA,"Smith",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4857","last","3A",NA,"Miller",NA,"Miller",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4858","last","3A",NA,"Walker",NA,"Walker",1,0,0,"R_vf7XdXs9eHMyxON","male","25 - 34","Other","4 year degree"
"4859","last","3B",NA,"Baker",NA,"Baker",1,0,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4860","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4861","last","3B",NA,"Wright",NA,"Wright",0,1,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4862","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4863","last","3B",NA,"King",NA,"King",1,0,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4864","last","3B",NA,"Hill",NA,"Hill",0,1,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4865","last","3B",NA,"Young",NA,"Young",0,1,0,"R_1K8YspRDwCdXSJZ","male","25 - 34","White","4 year degree"
"4866","last","2B",NA,"Baker",NA,"Baker",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4867","last","2B",NA,"Campbell",NA,"Campbell",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4868","last","2B",NA,"Wright",NA,"Wright",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4869","last","2B",NA,"Hill",NA,"Hill",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4870","last","2B",NA,"Brooks",NA,"Brooks",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4871","last","2B",NA,"Young",NA,"Young",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4872","last","2B",NA,"King",NA,"King",0,0,1,"R_AtyDgwTiXbREV8t","male","25 - 34","White","Professional degree"
"4873","last","2A",NA,"White",NA,"White",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4874","last","2A",NA,"Moore",NA,"Moore",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4875","last","2A",NA,"Brown",NA,"Brown",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4876","last","2A",NA,"Miller",NA,"Miller",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4877","last","2A",NA,"Green",NA,"Green",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4878","last","2A",NA,"Walker",NA,"Walker",0,0,1,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4879","last","2A",NA,"Smith",NA,"Smith",1,0,0,"R_3EDUC4DVffSZrX4","male","25 - 34","Black or African American","Professional degree"
"4880","last","2B",NA,"Baker",NA,"Baker",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4881","last","2B",NA,"Campbell",NA,"Campbell",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4882","last","2B",NA,"Wright",NA,"Wright",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4883","last","2B",NA,"Hill",NA,"Hill",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4884","last","2B",NA,"Brooks",NA,"Brooks",0,1,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4885","last","2B",NA,"Young",NA,"Young",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4886","last","2B",NA,"King",NA,"King",1,0,0,"R_3lJG4TF09RfOubS","female","18 - 24","Black or African American","Some college"
"4887","last","3C",NA,"Ward",NA,"Ward",1,0,0,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4888","last","3C",NA,"Bell",NA,"Bell",1,0,0,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4889","last","3C",NA,"Cook",NA,"Cook",0,0,1,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4890","last","3C",NA,"Collins",NA,"Collins",1,0,0,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4891","last","3C",NA,"Turner",NA,"Turner",0,0,1,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4892","last","3C",NA,"Cooper",NA,"Cooper",1,0,0,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4893","last","3C",NA,"Parker",NA,"Parker",1,0,0,"R_BJNiN9WLO1Z3v1f","male","35 - 44","White","Professional degree"
"4894","last","2A",NA,"White",NA,"White",1,0,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4895","last","2A",NA,"Moore",NA,"Moore",1,0,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4896","last","2A",NA,"Brown",NA,"Brown",0,1,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4897","last","2A",NA,"Miller",NA,"Miller",1,0,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4898","last","2A",NA,"Green",NA,"Green",1,0,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4899","last","2A",NA,"Walker",NA,"Walker",0,1,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4900","last","2A",NA,"Smith",NA,"Smith",0,1,0,"R_9yMYQjXYIuTdcZz","female","45 - 54","Black or African American","Professional degree"
"4901","last","1C",NA,"Turner",NA,"Turner",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4902","last","1C",NA,"Coook",NA,"Cook",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4903","last","1C",NA,"Collins",NA,"Collins",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4904","last","1C",NA,"Bell",NA,"Bell",0,1,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4905","last","1C",NA,"Parker",NA,"Parker",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4906","last","1C",NA,"Ward",NA,"Ward",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4907","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"R_VUMTL9IldFz3Pk5","male","35 - 44","White","Some college"
"4908","last","2B",NA,"Baker",NA,"Baker",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4909","last","2B",NA,"Campbell",NA,"Campbell",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4910","last","2B",NA,"Wright",NA,"Wright",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4911","last","2B",NA,"Hill",NA,"Hill",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4912","last","2B",NA,"Brooks",NA,"Brooks",0,1,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4913","last","2B",NA,"Young",NA,"Young",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4914","last","2B",NA,"King",NA,"King",1,0,0,"R_2ToYfcsOrdcY1ay","male","25 - 34","White","4 year degree"
"4915","last","1C",NA,"Turner",NA,"Turner",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4916","last","1C",NA,"Coook",NA,"Cook",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4917","last","1C",NA,"Collins",NA,"Collins",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4918","last","1C",NA,"Bell",NA,"Bell",0,1,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4919","last","1C",NA,"Parker",NA,"Parker",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4920","last","1C",NA,"Ward",NA,"Ward",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4921","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"R_22J2XFGX2X6JxSM","female","25 - 34","White","High school graduate"
"4922","last","3A",NA,"White",NA,"White",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4923","last","3A",NA,"Moore",NA,"Moore",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4924","last","3A",NA,"Brown",NA,"Brown",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4925","last","3A",NA,"Green",NA,"Green",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4926","last","3A",NA,"Smith",NA,"Smith",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4927","last","3A",NA,"Miller",NA,"Miller",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4928","last","3A",NA,"Walker",NA,"Walker",0,0,1,"R_qKjaqtAqO7heC6l","male","25 - 34","Black or African American","4 year degree"
"4929","last","1B",NA,"King",NA,"King",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4930","last","1B",NA,"Wright",NA,"Wright",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4931","last","1B",NA,"Brooks",NA,"Brooks",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4932","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4933","last","1B",NA,"Young",NA,"Young",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4934","last","1B",NA,"Baker",NA,"Baker",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4935","last","1B",NA,"Hill",NA,"Hill",1,0,0,"R_2s6IBRUk20rdMwN","N/A","25 - 34","Black or African American","4 year degree"
"4936","last","1A",NA,"Smith",NA,"Smith",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4937","last","1A",NA,"Brown",NA,"Brown",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4938","last","1A",NA,"Green",NA,"Green",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4939","last","1A",NA,"Moore",NA,"Moore",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4940","last","1A",NA,"Walker",NA,"Walker",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4941","last","1A",NA,"White",NA,"White",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4942","last","1A",NA,"Miller",NA,"Miller",0,0,1,"R_2AZQEmEqZyxGFu2","male","25 - 34","Black or African American","4 year degree"
"4943","last","2A",NA,"White",NA,"White",0,1,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4944","last","2A",NA,"Moore",NA,"Moore",0,1,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4945","last","2A",NA,"Brown",NA,"Brown",1,0,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4946","last","2A",NA,"Miller",NA,"Miller",1,0,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4947","last","2A",NA,"Green",NA,"Green",1,0,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4948","last","2A",NA,"Walker",NA,"Walker",1,0,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4949","last","2A",NA,"Smith",NA,"Smith",1,0,0,"R_1f0Me61XNfJahfP","female","25 - 34","Black or African American","Some college"
"4950","last","3B",NA,"Baker",NA,"Baker",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4951","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4952","last","3B",NA,"Wright",NA,"Wright",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4953","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4954","last","3B",NA,"King",NA,"King",0,1,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4955","last","3B",NA,"Hill",NA,"Hill",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4956","last","3B",NA,"Young",NA,"Young",1,0,0,"R_3CBCW87YMefiy5r","male","25 - 34","White","4 year degree"
"4957","last","3C",NA,"Ward",NA,"Ward",0,1,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4958","last","3C",NA,"Bell",NA,"Bell",0,1,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4959","last","3C",NA,"Cook",NA,"Cook",1,0,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4960","last","3C",NA,"Collins",NA,"Collins",1,0,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4961","last","3C",NA,"Turner",NA,"Turner",1,0,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4962","last","3C",NA,"Cooper",NA,"Cooper",1,0,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4963","last","3C",NA,"Parker",NA,"Parker",1,0,0,"R_1gpUQc5xvSGcXku","male","18 - 24","White","Some college"
"4964","last","1A",NA,"Smith",NA,"Smith",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4965","last","1A",NA,"Brown",NA,"Brown",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4966","last","1A",NA,"Green",NA,"Green",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4967","last","1A",NA,"Moore",NA,"Moore",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4968","last","1A",NA,"Walker",NA,"Walker",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4969","last","1A",NA,"White",NA,"White",0,1,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4970","last","1A",NA,"Miller",NA,"Miller",1,0,0,"R_2rwLh8dM156yVyL","male","18 - 24","Other","Some college"
"4971","last","2C",NA,"Ward",NA,"Ward",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4972","last","2C",NA,"Bell",NA,"Bell",0,1,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4973","last","2C",NA,"Cook",NA,"Cook",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4974","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4975","last","2C",NA,"Collins",NA,"Collins",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4976","last","2C",NA,"Parker",NA,"Parker",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4977","last","2C",NA,"Turner",NA,"Turner",1,0,0,"R_2UXguqC5jDytG9A","female","25 - 34","Asian","Professional degree"
"4978","last","3A",NA,"White",NA,"White",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4979","last","3A",NA,"Moore",NA,"Moore",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4980","last","3A",NA,"Brown",NA,"Brown",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4981","last","3A",NA,"Green",NA,"Green",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4982","last","3A",NA,"Smith",NA,"Smith",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4983","last","3A",NA,"Miller",NA,"Miller",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4984","last","3A",NA,"Walker",NA,"Walker",1,0,0,"R_Rk4dWpPrfcDgty1","female","55 - 64","White","2 year degree"
"4985","last","2B",NA,"Baker",NA,"Baker",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4986","last","2B",NA,"Campbell",NA,"Campbell",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4987","last","2B",NA,"Wright",NA,"Wright",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4988","last","2B",NA,"Hill",NA,"Hill",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4989","last","2B",NA,"Brooks",NA,"Brooks",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4990","last","2B",NA,"Young",NA,"Young",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4991","last","2B",NA,"King",NA,"King",0,0,1,"R_3jes5rxrChdyB62","N/A","35 - 44","White","High school graduate"
"4992","last","2C",NA,"Ward",NA,"Ward",1,0,0,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4993","last","2C",NA,"Bell",NA,"Bell",1,0,0,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4994","last","2C",NA,"Cook",NA,"Cook",0,0,1,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4995","last","2C",NA,"Cooper",NA,"Cooper",0,0,1,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4996","last","2C",NA,"Collins",NA,"Collins",0,0,1,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4997","last","2C",NA,"Parker",NA,"Parker",0,0,1,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4998","last","2C",NA,"Turner",NA,"Turner",1,0,0,"R_3O3ykfokclaiTQh","male","18 - 24","White","4 year degree"
"4999","last","1B",NA,"King",NA,"King",0,1,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5000","last","1B",NA,"Wright",NA,"Wright",1,0,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5001","last","1B",NA,"Brooks",NA,"Brooks",1,0,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5002","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5003","last","1B",NA,"Young",NA,"Young",1,0,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5004","last","1B",NA,"Baker",NA,"Baker",0,1,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5005","last","1B",NA,"Hill",NA,"Hill",1,0,0,"R_2ATIt1UO9wBFnod","male","25 - 34","Black or African American","4 year degree"
"5006","last","1C",NA,"Turner",NA,"Turner",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5007","last","1C",NA,"Coook",NA,"Cook",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5008","last","1C",NA,"Collins",NA,"Collins",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5009","last","1C",NA,"Bell",NA,"Bell",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5010","last","1C",NA,"Parker",NA,"Parker",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5011","last","1C",NA,"Ward",NA,"Ward",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5012","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"R_d6d6FJY2sFQAe0F","female","25 - 34","WhiteAsian","4 year degree"
"5013","last","3B",NA,"Baker",NA,"Baker",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5014","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5015","last","3B",NA,"Wright",NA,"Wright",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5016","last","3B",NA,"Brooks",NA,"Brooks",0,1,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5017","last","3B",NA,"King",NA,"King",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5018","last","3B",NA,"Hill",NA,"Hill",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5019","last","3B",NA,"Young",NA,"Young",1,0,0,"R_2CextbSzvxIHAKk","N/A","25 - 34","Black or African American","Some college"
"5020","last","2A",NA,"White",NA,"White",0,1,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5021","last","2A",NA,"Moore",NA,"Moore",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5022","last","2A",NA,"Brown",NA,"Brown",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5023","last","2A",NA,"Miller",NA,"Miller",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5024","last","2A",NA,"Green",NA,"Green",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5025","last","2A",NA,"Walker",NA,"Walker",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5026","last","2A",NA,"Smith",NA,"Smith",1,0,0,"R_2QzW9XDiwxeW0VC","female","65 - 74","White","High school graduate"
"5027","last","1A",NA,"Smith",NA,"Smith",1,0,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5028","last","1A",NA,"Brown",NA,"Brown",0,1,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5029","last","1A",NA,"Green",NA,"Green",0,1,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5030","last","1A",NA,"Moore",NA,"Moore",1,0,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5031","last","1A",NA,"Walker",NA,"Walker",1,0,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5032","last","1A",NA,"White",NA,"White",0,1,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5033","last","1A",NA,"Miller",NA,"Miller",0,1,0,"R_2WAvoDqUpR4DMVG","female","25 - 34","White","Some college"
"5034","last","3B",NA,"Baker",NA,"Baker",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5035","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5036","last","3B",NA,"Wright",NA,"Wright",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5037","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5038","last","3B",NA,"King",NA,"King",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5039","last","3B",NA,"Hill",NA,"Hill",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5040","last","3B",NA,"Young",NA,"Young",1,0,0,"R_2AL6mIcDlLJFHe1","male","18 - 24","White","4 year degree"
"5041","last","2C",NA,"Ward",NA,"Ward",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5042","last","2C",NA,"Bell",NA,"Bell",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5043","last","2C",NA,"Cook",NA,"Cook",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5044","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5045","last","2C",NA,"Collins",NA,"Collins",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5046","last","2C",NA,"Parker",NA,"Parker",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5047","last","2C",NA,"Turner",NA,"Turner",1,0,0,"R_3nCK5s1v6paEx5Q","female","25 - 34","Asian","High school graduate"
"5048","last","2C",NA,"Ward",NA,"Ward",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5049","last","2C",NA,"Bell",NA,"Bell",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5050","last","2C",NA,"Cook",NA,"Cook",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5051","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5052","last","2C",NA,"Collins",NA,"Collins",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5053","last","2C",NA,"Parker",NA,"Parker",0,1,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5054","last","2C",NA,"Turner",NA,"Turner",1,0,0,"R_1F5uRW4jDGN4l6b","female","18 - 24","White","Professional degree"
"5055","last","1C",NA,"Turner",NA,"Turner",1,0,0,"R_1CwplCjBFQU0hCV","male","35 - 44","White","4 year degree"
